Growless Cave  (2907,5347)  (2979,5309)  (3053,5294)  (3087,5241)  | overflowToLeft=false
Misty Reed Strand  (5309,10840)  (5332,10890)  (5291,10790)  (5341,10940)  (5274,10740)  (5291,10978)  (5228,10690)  (5329,11028)  (5222,10640) 
Grom'gol Base Camp  (2788,11917)  (2738,11913)  (2835,11967)  (2785,11967)  (2733,11863) 
Angerfang Encampment  (4152,7248)  (4102,7239)  (4202,7254)  (4222,7304)  (4052,7227) 
Westfall  (1990,10775)  (1940,10824)  (1940,10774)  (1990,10725)  (2040,10680)  (1890,10833)  (2069,10607)  (2119,10596) 
Flame Crest  (4349,9330)  (4299,9379)  (4299,9329)  (4349,9280)  (4399,9311)  (4399,9361)  (4293,9429)  (4249,9379)  (4449,9325)  (4243,9435)  (4456,9375)  (4506,9354) 
Ironbeard's Tomb  (4079,6990)  (4029,7025)  (4029,6975)  (4128,7040)  (4079,6940)  (4129,6943)  (3974,6930) 
Render's Camp  (4122,10042) 
Terror Wing Path  (4867,9757)  (4817,9806)  (4817,9756)  (4916,9807)  (4867,9707)  (4917,9707)  (4917,9757)  (4815,9706)  (4811,9856)  (4767,9806)  (4767,9756)  (4966,9807)  (4966,9857)  (4916,9857)  (4865,9657)  (4915,9657)  (4965,9657)  (4967,9707)  (4967,9757)  (4765,9706)  (4761,9862)  (4717,9777) 
Jasperlode Mine  (3177,10326)  (3127,10346)  (3227,10289) 
Dustwind Gulch  (4759,9029)  (4709,9078)  (4709,9028)  (4809,8991)  (4809,9041)  (4659,9080) 
Mo'grosh Stronghold  (4956,8033)  (4988,8083)  (5006,8014) 
Furlbrow's Pumpkin Farm  (2240,10678)  (2203,10628)  (2253,10628)  (2290,10703) 
Northshire Mountains  (3699,10122)  (3649,10171)  (3649,10121)  (3748,10172)  (3699,10072)  (3749,10072)  (3749,10122)  (3647,10071)  (3698,10221)  (3648,10221)  (3798,10172)  (3798,10222)  (3748,10222)  (3697,10022)  (3799,10053)  (3799,10103)  (3597,10084)  (3597,10034)  (3647,10021)  (3698,10271)  (3848,10153)  (3848,10203)  (3827,10272)  (3777,10272)  (3849,10086)  (3547,10029)  (3899,10106)  (3497,9996)  (3447,9992)  (3397,10015)  (3397,9965)  (3347,10004)  (3297,10024)  (3297,9974)  (3264,10227)  (3247,10036)  (3214,10220)  (3213,10089)  (3208,10170)  (3163,10069) 
Manor Mistmantle  (3525,10886) 
Render's Valley  (4530,10552)  (4480,10558)  (4580,10549) 
Balia'mah Ruins  (3103,12088)  (3053,12137)  (3053,12087)  (3152,12138)  (3103,12038)  (3153,12038)  (3153,12088)  (3096,12187)  (3003,12163)  (3003,12113)  (3180,11988)  (3203,12098)  (2953,12140) 
Addle's Stead  (2765,11258)  (2715,11280)  (2715,11230)  (2767,11308)  (2815,11228)  (2817,11278) 
Sorrowmurk  (5154,10832)  (5104,10850)  (5104,10800)  (5203,10882)  (5154,10782)  (5204,10782)  (5204,10832)  (5153,10900)  (5074,10750)  (5054,10805)  (5253,10891)  (5203,10932)  (5124,10732)  (5153,10950)  (5078,10682)  (5128,10682) 
Newman's Landing  (2245,8709)  (2262,8759)  (2212,8759)  (2212,8659)  (2262,8659) 
Heroes' Vigil  (3438,10240) 
Mirror Lake River  (2904,10750) 
Lost Fleet Coast  (3546,6889)  (3459,6969)  (3426,7019) 
Redridge Canyons  (4089,10184)  (4067,10134) 
North Gurubashi Mountains  (3500,11384)  (3450,11394)  (3538,11334)  (3550,11384)  (3426,11457)  (3400,11407)  (3600,11335)  (3600,11385)  (3426,11507)  (3376,11500)  (3350,11450)  (3350,11400)  (3650,11328)  (3650,11378)  (3426,11557)  (3689,11237)  (3697,11187)  (3300,11439)  (3300,11389)  (3700,11287)  (3700,11337)  (3425,11607)  (3739,11237)  (3712,11137)  (3747,11187)  (3250,11423)  (3250,11373)  (3762,11096)  (3200,11433)  (3200,11383)  (3150,11431)  (3150,11381) 
Ruins of Aboraz  (3034,12610) 
Westfall Lighthouse  (1788,11098) 
Direforge Hill  (4326,6990)  (4276,7039)  (4276,6989)  (4375,7040)  (4326,6940)  (4376,6940)  (4376,6990)  (4274,6939)  (4226,7065)  (4226,7015)  (4426,6947)  (4426,6997) 
Stendel's Pond  (2213,11119)  (2163,11142)  (2263,11117) 
The Darkened Bank  (3197,10726)  (3247,10714)  (3256,10764)  (3306,10728)  (3356,10730)  (3014,10756)  (2964,10798) 
Lakeshire Highway  (4225,10241) 
South Gate Outpost  (4066,8332)  (4116,8308) 
Saltspray Glen  (3842,6849)  (3792,6840)  (3891,6899)  (3793,6790) 
Uldaman  (4570,8637) 
Chill Breeze Valley  (2817,8339)  (2767,8388)  (2767,8338)  (2847,8389)  (2817,8289)  (2867,8289)  (2867,8339)  (2842,8439)  (2917,8280) 
North Badlands Range  (5119,8644)  (5069,8693)  (5069,8643)  (5168,8694)  (5119,8594)  (5169,8594)  (5169,8644)  (5067,8593)  (5118,8743)  (5068,8743)  (5019,8693)  (5019,8643)  (5218,8694)  (5218,8744)  (5168,8744)  (5018,8744)  (5143,8544)  (5193,8544)  (5219,8594)  (5219,8644)  (5017,8593)  (5243,8520)  (4969,8694)  (4969,8644)  (4968,8751)  (5138,8494)  (5188,8494)  (5269,8570)  (4967,8594)  (5293,8509)  (4919,8649)  (5319,8559)  (4869,8642)  (5369,8519)  (5369,8569)  (4819,8649)  (5419,8526)  (5419,8576)  (4769,8620) 
Klaven's Tower  (2539,11292)  (2510,11242)  (2589,11319) 
Silver Stream Mine  (4457,8070)  (4407,8073)  (4506,8120)  (4430,8020)  (4480,8020)  (4507,8070)  (4456,8123) 
West Ironforge Mountain  (2852,7840)  (2802,7889)  (2802,7839)  (2901,7890)  (2852,7790)  (2902,7790)  (2902,7840)  (2800,7789)  (2851,7939)  (2801,7939)  (2752,7889)  (2752,7839)  (2951,7890)  (2951,7940)  (2901,7940)  (2751,7940)  (2850,7740)  (2900,7740)  (2952,7790)  (2952,7840)  (2750,7789)  (2750,7739)  (2800,7739)  (2702,7890)  (2702,7840)  (3001,7890)  (2717,7990)  (2701,7940)  (3002,7810)  (2700,7790)  (2700,7740)  (2700,7690)  (2750,7689)  (2800,7689)  (2667,8024)  (3037,7759)  (2652,7890)  (2652,7840)  (3051,7860)  (3051,7910)  (2651,7974)  (2651,7640)  (3052,7809)  (2650,7790)  (2650,7740)  (2650,7690)  (2701,7639)  (3084,7960)  (2617,8031)  (3087,7709)  (3087,7759) 
Stonefield Farm  (2663,10637)  (2689,10687)  (2665,10587)  (2715,10542) 
Ruins of Zul'Kunda  (2559,11617)  (2509,11666)  (2509,11616)  (2608,11667)  (2559,11567)  (2609,11567)  (2609,11617)  (2558,11716)  (2459,11701)  (2459,11651)  (2554,11517)  (2604,11517)  (2659,11642) 
Algaz Gate  (4370,7916)  (4420,7914) 
Ironband's Compound  (3833,8460)  (3783,8491)  (3783,8441) 
Forgotten Crypt  (3794,11341) 
Ash Hill  (4373,9721) 
Ruins of Zul'Mamwe  (3296,12255)  (3246,12304)  (3317,12305)  (3288,12205)  (3338,12205)  (3237,12354)  (3266,12155)  (3316,12155)  (3187,12334)  (3366,12147) 
The Molsen Farm  (2091,10869)  (2041,10908)  (2096,10919)  (2088,10819)  (2141,10847) 
Grim Batol Mountains  (4778,7421)  (4728,7470)  (4728,7420)  (4827,7471)  (4778,7371)  (4828,7371)  (4828,7421)  (4726,7370)  (4777,7520)  (4678,7497)  (4678,7447)  (4877,7471)  (4877,7521)  (4827,7521)  (4776,7321)  (4826,7321)  (4876,7321)  (4878,7371)  (4878,7421)  (4676,7397)  (4676,7347)  (4726,7320)  (4628,7497)  (4628,7447)  (4927,7471)  (4927,7521)  (4928,7352)  (4928,7402)  (4626,7397)  (4606,7592)  (4610,7642) 
Bal'lal Ruins  (2721,11760)  (2671,11783)  (2771,11738) 
Morgan's Vigil  (4810,9979)  (4760,9952)  (4842,10029)  (4841,9929)  (4860,9979)  (4710,9945) 
Thunder Falls  (3063,9909)  (3013,9887)  (3112,9959)  (3062,9959)  (3063,9859)  (3113,9891)  (2990,9837)  (3162,9941)  (3129,10009)  (3079,10009)  (3056,9809)  (2940,9812) 
Rise of the Defiler  (4383,11344)  (4354,11294) 
Brewnail Village  (2763,8162)  (2713,8211)  (2774,8212)  (2752,8112)  (2802,8112)  (2813,8162)  (2768,8062)  (2818,8062)  (2834,8012) 
East Thandol Valley  (4511,6823)  (4461,6872)  (4461,6822)  (4560,6873)  (4511,6773)  (4561,6773)  (4561,6823)  (4459,6772)  (4411,6869)  (4610,6873)  (4610,6923)  (4560,6923)  (4611,6743)  (4611,6793)  (4409,6819)  (4409,6769)  (4660,6843)  (4660,6893)  (4660,6943)  (4610,6973)  (4560,6973)  (4661,6743)  (4661,6793)  (4359,6853)  (4359,6803)  (4359,6753)  (4680,6993)  (4710,6843)  (4710,6893)  (4710,6943)  (4533,7023)  (4711,6741)  (4711,6791)  (4309,6855)  (4309,6805)  (4309,6755)  (4760,6841)  (4760,6891)  (4761,6737)  (4761,6787)  (4259,6843)  (4810,6837)  (4811,6736)  (4811,6786) 
Fuselight-by-the-Sea  (5362,8688)  (5312,8682)  (5412,8719) 
Kyross  (4216,10928) 
Blasted Mountains  (4791,11506)  (4741,11555)  (4741,11505)  (4840,11556)  (4791,11456)  (4841,11456)  (4841,11506)  (4739,11455)  (4790,11605)  (4740,11605)  (4885,11606)  (4789,11406)  (4839,11406)  (4889,11406)  (4736,11405)  (4690,11626)  (4939,11358)  (4939,11408)  (4835,11655)  (4785,11655)  (4920,11656)  (4786,11356)  (4836,11356)  (4886,11356)  (4735,11355)  (4735,11676)  (4685,11676)  (4936,11308)  (4989,11322)  (4989,11372)  (4870,11705)  (4820,11705)  (4785,11306)  (4835,11306)  (4885,11306)  (4770,11726)  (4720,11726)  (4935,11258)  (5039,11345)  (4916,11755)  (4866,11755)  (4764,11256)  (4814,11256)  (4864,11256)  (4816,11776)  (4766,11776)  (4907,11805)  (4767,11206)  (4817,11206)  (4857,11826)  (4807,11826) 
Frostmane Hovel  (2632,8774)  (2682,8749) 
Twilight Grove  (3117,10941)  (3067,10944)  (3161,10991)  (3086,10891)  (3136,10891)  (3167,10941)  (3111,10994) 
Raven Hill Cemetery  (2737,10967)  (2687,11016)  (2687,10966)  (2741,11017)  (2737,10917)  (2787,10917)  (2787,10967)  (2685,10916) 
Cairn Landing  (3430,10088)  (3380,10099)  (3480,10071)  (3523,10121)  (3330,10135)  (3330,10085)  (3280,10134) 
Brightwood Grove  (3356,10937)  (3405,10987)  (3355,10987)  (3308,10887)  (3358,10887)  (3406,10937)  (3408,10885)  (3399,11037)  (3349,11037)  (3326,10837)  (3376,10835)  (3299,11051) 
Fallow Sanctuary  (4915,10726)  (4865,10775)  (4865,10725)  (4964,10776)  (4915,10676)  (4965,10676)  (4965,10726)  (4863,10675)  (4892,10825)  (4913,10626)  (5015,10719) 
Anvilmar  (2626,8659)  (2576,8698)  (2576,8648)  (2676,8625)  (2676,8675)  (2526,8735)  (2526,8685)  (2526,8635)  (2726,8635)  (2726,8685)  (2776,8637) 
Garfang's Camp  (4054,10544)  (4004,10540)  (4056,10594)  (4104,10512) 
Dragonmaw Hills  (5091,7140)  (5041,7189)  (5041,7139)  (5140,7190)  (5091,7090)  (5141,7090)  (5141,7140)  (5039,7089)  (5090,7239)  (5040,7239)  (4991,7189)  (4991,7139)  (5190,7190)  (5190,7240)  (5140,7240)  (4990,7239)  (5089,7040)  (5139,7040)  (5191,7075)  (5191,7125)  (4989,7089)  (4989,7039)  (5039,7039)  (5090,7289)  (5240,7270)  (5190,7290)  (5140,7290)  (5089,6990)  (5241,7076)  (4964,6989)  (5014,6989)  (5248,7320)  (5090,7339)  (5198,7340)  (5148,7340)  (5064,6940)  (5114,6940)  (5291,7054)  (4924,6939)  (4974,6939)  (5253,7370)  (4874,6905)  (5098,7389)  (5203,7390)  (5153,7390)  (4924,6889)  (4974,6889)  (5262,7420)  (4882,6839)  (4932,6839)  (4982,6839) 
Dustwind Hill  (4749,8831) 
Misty Pine Refuge  (3351,8253)  (3301,8291)  (3398,8203)  (3401,8253) 
Jaguero Isle  (3021,13174)  (2971,13223)  (2971,13173)  (3070,13224)  (3021,13124)  (3071,13124)  (3071,13174)  (2969,13123)  (3017,13273)  (3070,13074) 
Coldridge Pass  (3052,8543)  (3002,8565)  (3102,8493)  (3152,8459)  (2845,8510) 
The Dust Plains  (2310,11246)  (2360,11259)  (2260,11233)  (2410,11259)  (2411,11309)  (2210,11231) 
Ruins of Thaurissan  (4394,9521)  (4344,9570)  (4344,9520)  (4436,9571)  (4394,9471)  (4444,9471)  (4444,9521)  (4363,9620)  (4313,9620)  (4294,9570)  (4494,9445)  (4494,9495)  (4263,9632)  (4544,9437)  (4544,9487) 
Purespring Valley  (4155,11058)  (4133,11008) 
South Badlands Hill  (4585,9085) 
Camp Boff  (4773,9172)  (4723,9221)  (4723,9171)  (4797,9222)  (4800,9122)  (4823,9172) 
Third Corner Hills  (3999,10693)  (3949,10676)  (4023,10743)  (3973,10743)  (4049,10661)  (3947,10626)  (4025,10793)  (3975,10793)  (4099,10656)  (3925,10807)  (4071,10843)  (4021,10843)  (4149,10611)  (4149,10661)  (4024,10893)  (4199,10614)  (4199,10664)  (4224,10714)  (4249,10619)  (4299,10613)  (4299,10663)  (4349,10648)  (4369,10698) 
Altar of Storms  (4225,11390)  (4270,11340)  (4275,11390)  (4287,11441)  (4271,11290)  (4337,11448) 
Galardell Valley  (4560,10279)  (4510,10301)  (4598,10229) 
Blind Mary's Haunt  (3637,11071) 
Westfall Shore  (2428,10896)  (2445,10946)  (2421,10846)  (2476,10996)  (2426,10996)  (2410,10796)  (2500,11046) 
The Dead Acre  (2424,11139)  (2374,11179)  (2374,11129)  (2457,11189)  (2474,11113) 
The Cauldron  (3596,8952)  (3546,8991)  (3646,8912)  (3646,8962)  (3496,8996)  (3696,8909) 
Jerod's Landing  (2982,10627)  (2932,10676)  (2932,10626)  (2982,10577)  (3032,10577)  (3032,10627)  (2930,10576)  (3082,10607) 
Zul'Gurub  (3708,11698)  (3658,11747)  (3658,11697)  (3757,11748)  (3708,11648)  (3758,11648)  (3758,11698)  (3656,11647)  (3707,11797)  (3657,11797)  (3608,11747)  (3608,11697)  (3807,11748)  (3807,11798)  (3757,11798)  (3607,11798)  (3706,11598)  (3756,11598)  (3806,11598)  (3808,11648)  (3808,11698)  (3606,11647)  (3606,11597)  (3656,11597)  (3856,11550)  (3707,11847)  (3657,11847)  (3558,11748)  (3558,11698)  (3857,11748)  (3857,11798)  (3857,11848)  (3807,11848)  (3757,11848)  (3607,11848)  (3557,11847)  (3706,11548)  (3756,11548)  (3806,11548)  (3858,11600)  (3858,11650)  (3556,11648)  (3556,11598)  (3556,11548)  (3606,11547)  (3656,11547)  (3856,11500)  (3906,11500)  (3906,11550)  (3707,11897)  (3657,11897)  (3508,11730) 
Draco'dar  (3605,9799)  (3555,9848)  (3555,9798)  (3654,9849)  (3605,9749)  (3655,9749)  (3655,9799)  (3553,9748)  (3604,9898)  (3554,9898)  (3504,9892)  (3603,9699)  (3653,9699)  (3703,9699)  (3705,9749)  (3705,9799)  (3664,9948)  (3614,9948)  (3564,9948) 
Loch Bank  (4823,7997)  (4849,8047) 
Mosh'Ogg Ogre Mound  (3335,11967)  (3285,12016)  (3285,11966)  (3384,12017)  (3335,11917)  (3385,11951)  (3319,11867)  (3369,11867) 
Thelsamar  (4477,8251)  (4427,8300)  (4427,8250)  (4523,8301)  (4477,8201) 
Tkashi Ruins  (2770,11607)  (2720,11624)  (2720,11574)  (2818,11657)  (2770,11557)  (2706,11524)  (2868,11679) 
Dreadmaul Post  (4379,11568)  (4329,11617)  (4329,11567)  (4379,11518)  (4429,11522)  (4429,11572) 
Serpent's Coil  (4645,11463)  (4655,11513)  (4652,11398) 
Redridge Hills  (3803,10422) 
Tranquil Gardens Cemetery  (3603,11209)  (3626,11259) 
Stagalbog  (4920,11126)  (4969,11176)  (4970,11126)  (4842,11066)  (5020,11116) 
The Tundrid Hills  (3365,8418)  (3315,8445)  (3315,8395)  (3415,8425)  (3430,8475)  (3265,8435)  (3480,8462) 
Deadwind Ravine  (3808,11128) 
Bloodsail Compound  (2599,12517)  (2549,12559)  (2549,12509)  (2599,12467)  (2649,12477)  (2649,12527)  (2676,12577)  (2499,12564)  (2499,12514)  (2699,12503)  (2494,12464) 
Ariden's Camp  (3904,10936)  (3875,10886)  (3954,10928) 
Duskwood Mountains  (2851,11400)  (2801,11441)  (2801,11391)  (2900,11450)  (2864,11350)  (2901,11400) 
Harborage  (4430,10837)  (4380,10886)  (4380,10836)  (4479,10887)  (4430,10787)  (4480,10787)  (4480,10837)  (4378,10786)  (4408,10936)  (4358,10936)  (4330,10886)  (4330,10836)  (4529,10887)  (4435,10737)  (4485,10737)  (4530,10787)  (4530,10837)  (4328,10786)  (4579,10887) 
Misty Reed Post  (5150,11183)  (5100,11232)  (5100,11182)  (5199,11233)  (5150,11133)  (5200,11133)  (5200,11183)  (5098,11132)  (5149,11282)  (5099,11282)  (5200,11283)  (5148,11083)  (5250,11125)  (5198,11040)  (5175,11333)  (5136,11033) 
Booty Bay Mountains  (2605,13098)  (2655,13094)  (2555,13093) 
Longshore  (1974,10610) 
Dragon's Mouth  (4968,8902)  (4918,8907)  (4977,8952) 
West Thandol Valley  (3989,6791)  (3939,6803)  (3939,6753)  (4038,6841)  (4039,6752)  (3889,6752)  (4089,6743) 
Firegut Furnace  (4530,9674)  (4480,9710)  (4480,9660)  (4579,9724)  (4530,9624)  (4580,9627)  (4629,9727) 
Coldridge Valley  (2126,8174)  (2076,8223)  (2076,8173)  (2175,8224)  (2126,8124)  (2176,8124)  (2176,8174)  (2074,8123)  (2125,8273)  (2075,8273)  (2026,8203)  (2225,8224)  (2225,8274)  (2175,8274)  (2124,8074)  (2174,8074)  (2224,8074)  (2024,8153)  (2024,8103)  (2074,8073)  (2007,8053)  (2125,8323)  (2075,8323)  (2245,8324)  (2195,8324)  (2124,8024)  (2174,8024)  (2224,8024)  (2057,8023)  (2145,8373)  (2095,8373)  (2260,8374)  (2210,8374)  (2107,7974)  (2157,7974)  (2207,7974)  (2257,7974)  (2016,7973)  (2354,8402)  (2347,7943)  (2160,8423)  (2110,8423)  (2304,8424)  (2254,8424)  (2066,7924)  (2116,7924)  (2166,7924)  (2216,7924)  (2266,7924)  (2397,7903)  (2403,8452) 
Temple of Atal'Hakkar  (4986,10955)  (4936,11004)  (4936,10954)  (5035,11005)  (4986,10905)  (5036,10905)  (5036,10955)  (4934,10904) 
Thorium Point  (3307,8788)  (3257,8793)  (3289,8738)  (3357,8814) 
Blackrock Pass  (4560,9880)  (4510,9927)  (4510,9877)  (4609,9930)  (4560,9830)  (4610,9830)  (4610,9880)  (4506,9827)  (4460,9928)  (4460,9878)  (4625,9980)  (4660,9821)  (4660,9871)  (4456,9828)  (4629,10030)  (4602,10080) 
Hammertoe's Digsite  (4667,8825) 
Diamondhead River  (3867,11012) 
Gurubashi Arena  (2727,12379)  (2677,12398)  (2677,12348)  (2776,12429)  (2733,12329)  (2777,12379)  (2783,12328) 
Crystalvein Mine  (2996,12346)  (2946,12388)  (2946,12338)  (3032,12396)  (2996,12296)  (2937,12288)  (3046,12266)  (3082,12415) 
Vermillion Redoubt  (4838,7085)  (4788,7066)  (4887,7135)  (4837,7135)  (4838,7035)  (4888,7035)  (4888,7085)  (4778,7016)  (4896,7185)  (4828,6985) 
Tanglefoot Junction  (3137,11168)  (3087,11186)  (3187,11148)  (3208,11198)  (3037,11173)  (3237,11120)  (3258,11170)  (3287,11120)  (3337,11122) 
The Dark Portal  (4546,11655)  (4496,11704)  (4496,11654)  (4593,11705)  (4546,11605)  (4596,11605)  (4596,11655)  (4446,11654) 
Stonewrought Dam  (4515,7916) 
Loch Modan  (4916,8198)  (4866,8205)  (4866,8155)  (4965,8248)  (4916,8148)  (4966,8150)  (4915,8255) 
Helm's Bed Lake  (3814,8328)  (3764,8340)  (3864,8313)  (3864,8363)  (3714,8338)  (3914,8324) 
Stonewrought Pass  (3936,8751)  (3946,8701)  (3911,8803)  (3861,8834)  (3949,8651)  (3999,8642) 
Duskwood  (2886,11106)  (2836,11155)  (2836,11105)  (2935,11156)  (2886,11056)  (2936,11067) 
Tainted Mountains  (4225,12017)  (4175,12066)  (4175,12016)  (4274,12067)  (4225,11967)  (4275,11978)  (4173,11966)  (4224,12116)  (4174,12116)  (4125,12066)  (4125,12016)  (4324,12028)  (4324,12078)  (4274,12117)  (4124,12117)  (4223,11917)  (4325,11975)  (4123,11966)  (4335,12128)  (4078,11916)  (4224,12166)  (4174,12166)  (4075,12067)  (4075,12017)  (4374,12025)  (4374,12075)  (4285,12167)  (4073,11967)  (4070,11866)  (4405,11974)  (4407,11922)  (4028,11917)  (4421,11859)  (4177,12216)  (4025,12084)  (4025,12034)  (4424,12024)  (4424,12074)  (4023,11984)  (4023,11816)  (4020,11867)  (4432,11809)  (4455,11972)  (4457,11909)  (4471,11859)  (4474,12022)  (4474,12072)  (3992,11766)  (4042,11761)  (4482,11784)  (4425,11759) 
Mizjah Ruins  (2943,11955)  (2929,12005)  (2953,11905) 
Misty Valley  (4149,10787)  (4099,10763)  (4199,10815) 
Venture Co. Base Camp  (3178,11839)  (3128,11888)  (3227,11889)  (3176,11789)  (3226,11789)  (3228,11839)  (3168,11739)  (3218,11739) 
Hidden Clutch  (4290,8918)  (4351,8871) 
South Stonewrought River  (4514,7634)  (4536,7684) 
Western Dun Morogh  (2373,8156)  (2323,8205)  (2323,8155)  (2422,8206)  (2373,8106)  (2423,8111)  (2321,8105)  (2372,8255)  (2322,8255)  (2273,8162)  (2472,8161)  (2371,8056)  (2315,8055)  (2421,8022)  (2408,8305)  (2358,8305)  (2308,8305)  (2322,8005)  (2471,7989) 
Stranglethorn Hill  (2872,12339) 
The Tainted Scar  (4314,11817)  (4264,11815)  (4355,11867)  (4305,11867)  (4364,11799)  (4279,11765) 
South Highland Range  (5343,8228)  (5293,8277)  (5293,8227)  (5392,8278)  (5343,8178)  (5393,8178)  (5393,8228)  (5291,8177)  (5342,8327)  (5292,8327)  (5243,8277)  (5243,8227)  (5442,8278)  (5442,8328)  (5392,8328)  (5242,8328)  (5341,8128)  (5391,8128)  (5441,8128)  (5443,8178)  (5443,8228)  (5241,8177)  (5241,8127)  (5291,8127)  (5491,8080)  (5342,8377)  (5292,8377)  (5193,8278)  (5193,8228)  (5492,8278)  (5492,8328)  (5492,8378)  (5442,8378)  (5392,8378)  (5242,8378)  (5192,8336)  (5341,8078)  (5391,8078)  (5441,8078)  (5493,8130)  (5493,8180)  (5191,8178)  (5191,8128)  (5191,8078)  (5241,8077)  (5291,8077)  (5519,8030)  (5541,8080)  (5342,8427)  (5542,8230)  (5542,8280) 
Blackrock Path  (3472,9541)  (3422,9590)  (3422,9540)  (3521,9591)  (3472,9491)  (3522,9491)  (3522,9541)  (3420,9490)  (3372,9594)  (3372,9544)  (3571,9591)  (3572,9476)  (3572,9526)  (3370,9494) 
Roland's Doom  (3472,11264)  (3466,11214) 
Black Channel Marsh  (3566,7238)  (3516,7282)  (3516,7232)  (3582,7288)  (3616,7210)  (3466,7252)  (3564,7338)  (3666,7194)  (3416,7248)  (3716,7169) 
Saldean's Farm  (2285,10819)  (2235,10845)  (2235,10795)  (2334,10869)  (2295,10769)  (2335,10819)  (2345,10759) 
North Badlands Hill  (4532,8951) 
Wetlands Farm  (3660,7495)  (3610,7518)  (3710,7467)  (3710,7517) 
Grizzlepaw Ridge  (4664,8500)  (4714,8495) 
Lake Everstill  (4243,10416)  (4193,10439)  (4193,10389)  (4275,10466)  (4293,10416)  (4181,10339) 
Redridge Pass  (4831,10143)  (4781,10192)  (4781,10142)  (4879,10193)  (4881,10096)  (4779,10092)  (4929,10146)  (4761,10242)  (4731,10192)  (4731,10142)  (4931,10047)  (4729,10092)  (4711,10257)  (4698,10042)  (4978,9996)  (4979,10097)  (4773,10292)  (4681,10179)  (4981,10046)  (4679,10129)  (4972,9946)  (5022,9946)  (5028,9996)  (4806,10342)  (5031,10046)  (5072,9902)  (5078,9952)  (4804,10392)  (5051,9852)  (5101,9852)  (5122,9902)  (5151,9823)  (5059,9802)  (5172,9873)  (5109,9773)  (5159,9773)  (5201,9823) 
Northshire Vineyards  (3081,10196)  (3031,10226)  (3077,10146)  (3127,10136)  (3083,10086) 
Blackrock Stronghold  (3795,9502)  (3745,9551)  (3745,9501)  (3844,9552)  (3795,9452)  (3845,9452)  (3845,9502)  (3743,9451)  (3794,9601)  (3744,9601)  (3695,9551)  (3695,9501)  (3894,9552)  (3894,9602)  (3844,9602)  (3694,9602)  (3793,9402)  (3895,9415)  (3895,9465)  (3693,9451)  (3693,9401)  (3743,9401) 
Eastvale Logging Camp  (3618,10416)  (3568,10465)  (3568,10415)  (3667,10466)  (3618,10366)  (3668,10366)  (3668,10416)  (3566,10365)  (3718,10364)  (3516,10408)  (3516,10358) 
Camp Kosh  (4830,8772)  (4851,8722) 
The Green Belt  (4403,7131)  (4353,7166)  (4453,7099)  (4453,7149)  (4503,7128)  (4534,7178) 
Nek'mani Wellspring  (2575,12744)  (2624,12794)  (2547,12694)  (2597,12694) 
South Gurubashi Mountains  (3621,12247)  (3571,12296)  (3571,12246)  (3670,12297)  (3621,12197)  (3671,12197)  (3671,12247)  (3569,12196)  (3620,12346)  (3570,12346)  (3521,12296)  (3521,12246)  (3720,12297)  (3720,12347)  (3670,12347)  (3520,12347)  (3619,12147)  (3669,12147)  (3719,12147)  (3721,12197)  (3721,12247)  (3519,12196)  (3519,12146)  (3569,12146)  (3769,12099)  (3620,12396)  (3570,12396)  (3471,12297)  (3471,12247)  (3770,12297)  (3770,12347)  (3759,12397)  (3709,12397)  (3520,12397)  (3470,12397)  (3470,12347)  (3619,12097)  (3669,12097)  (3719,12097)  (3771,12149)  (3771,12199)  (3469,12197)  (3469,12147)  (3469,12097)  (3519,12096)  (3569,12096)  (3819,12053)  (3635,12446)  (3585,12446)  (3421,12297)  (3421,12247) 
West Badlands Hill  (4258,9127) 
Wild Shore  (2749,13111)  (2699,13160)  (2789,13061)  (2649,13163)  (2810,13011)  (2816,12961)  (2866,12935) 
The Cape of Stranglethorn  (2727,12778)  (2736,12828)  (2717,12728)  (2767,12720)  (2817,12688)  (2745,12878)  (2715,12678)  (2765,12670)  (2660,12887)  (2867,12680)  (2750,12928) 
North Stonewrought River  (3588,7169) 
Everstill Bridge  (4014,10444)  (3964,10451)  (4064,10435)  (3914,10448) 
Northshire Abbey  (2955,10114)  (2905,10163)  (2905,10113)  (2966,10164)  (2955,10064)  (3005,10064)  (3005,10114)  (2903,10063) 
Hushed Bank  (2607,11052) 
Karazhan  (3862,11296) 
Forest's Edge  (2550,10722)  (2552,10772)  (2534,10672) 
Agmond's End  (4584,9177)  (4534,9217)  (4634,9163) 
Dun Algaz  (4244,7616)  (4194,7638)  (4294,7625) 
Kal'ai Ruins  (2880,11786)  (2830,11814)  (2915,11836)  (2930,11780) 
Deadman's Crossing  (3773,10951) 
Lethlor Ravine  (5069,8965)  (5118,9015)  (5068,9015)  (5083,8915)  (5018,9018)  (5118,9065)  (5068,9065)  (4968,9048)  (5086,8865)  (5018,9068) 
Mirage Flats  (4372,9154)  (4422,9164) 
Lakeridge Highway  (4305,10543)  (4255,10552)  (4355,10528)  (4386,10478)  (4205,10547) 
