Great Fissure  (465,13018)  (415,13044)  (415,12994)  (515,12984)  (515,13034)  | overflowToLeft=false
Forbidding Sea 10  (6203,9544)  (6223,9687)  (6103,9676)  (5989,9544)  (6095,9392)  (6108,9542)  (6220,9390)  (6321,9586)  (6343,9780)  (6170,9811)  | overflowToLeft=false
Great Sea 21  (1365,7108)  (1398,7242)  (1238,7168)  (1224,7032)  (1305,6972)  (1429,6992)  (1502,7120)  (1528,7252)  (1256,7296)  | overflowToLeft=false
Forbidding Sea 11  (5100,10267)  (5105,10382)  (5193,10254)  (5199,10339)  (5212,10441)  (5009,10348)  (5150,10177)  (5307,10204)  (5318,10468)  (5327,10324)  | overflowToLeft=false
Great Sea 20  (1925,7881)  (1883,8167)  (1913,8102)  (1861,7914)  (1924,7779)  (1949,7673)  (1879,7563)  | overflowToLeft=false
Great Sea 23  (649,7307)  (625,7448)  (525,7366)  (533,7243)  (655,7179)  (796,7191)  (768,7332)  (720,7461)  | overflowToLeft=false
Great Sea 22  (839,7689)  (800,7764)  (745,7837)  (703,7950)  (767,7687)  (833,7594)  | overflowToLeft=false
Great Sea 25  (665,6084)  (681,6175)  (1036,5967)  (594,6123)  (1105,5993)  (621,6212)  (1103,6065)  (695,6269)  (1132,6146)  (675,6342)  (1138,6210)  (774,6340)  | overflowToLeft=false
Mirage Flats  (4372,9154)  (4422,9164)  | overflowToLeft=false
Great Sea 24  (220,6542)  (340,6549)  (313,6700)  (217,6674)  (130,6555)  (227,6425)  (404,6442)  (483,6562)  (394,6640)  (425,6773)  (495,6674)  | overflowToLeft=false
Great Sea 27  (1840,5966)  (1770,5935)  (1779,5853)  (1728,5763)  (1623,5757)  (1502,5886)  (1539,5798)  (1424,5804)  (1473,5978)  (1375,5938)  (1254,5868)  (1357,5863)  (1243,5948)  | overflowToLeft=false
Great Sea 26  (1458,6433)  (1497,6512)  (1570,6548)  (1660,6599)  (1389,6484)  (1451,6570)  (1517,6635)  (1592,6680)  (1684,6730)  (1735,6669)  | overflowToLeft=false
Highland Forest  (5668,7672)  (5645,7729)  (5724,7679)  (5776,7674)  (5836,7677)  (5700,7731)  (5756,7731)  (5666,7787)  (5717,7786)  (5683,7841)  | overflowToLeft=false
Ruins of Alterac  (3040,5134)  (3076,5084)  (3070,5034)  | overflowToLeft=false
Great Sea 29  (1010,5194)  (1009,5097)  (1151,5244)  (1133,5137)  (874,5147)  (927,5274)  (1075,5302)  (1024,5420)  (942,5369)  (899,5019)  (1121,4991)  (1245,5098)  (1244,5326)  (1148,5404)  (1273,5262)  | overflowToLeft=false
Wildhammer Stronghold  (575,13320)  | overflowToLeft=false
Great Sea 28  (243,5102)  (328,5110)  (237,4989)  (330,5002)  (221,5207)  (328,5240)  (415,5237)  (418,5151)  (439,5041)  (134,4992)  (146,5110)  (111,5212)  (195,5304)  (313,5325)  (295,4868)  (418,4939)  | overflowToLeft=false
Frozen Sea 4  (684,3300)  (634,3349)  (634,3299)  (733,3350)  (684,3250)  (734,3250)  (734,3300)  (632,3249)  (584,3337)  (783,3350)  (783,3400)  (733,3400)  (682,3200)  (732,3200)  (782,3200)  (784,3250)  (784,3300)  (582,3287)  (582,3237)  (632,3199)  (570,3187)  (832,3152)  (833,3350)  (833,3400)  (833,3450)  (783,3450)  (733,3450)  (682,3150)  (732,3150)  (782,3150)  (834,3202)  (834,3252)  (532,3329)  (532,3279)  (620,3149)  (683,3461)  (520,3229)  (520,3179)  (832,3102)  (882,3102)  (882,3152)  (883,3302)  (883,3352)  (883,3402)  (883,3452)  (833,3500)  (783,3500)  (733,3500)  (746,3100)  (884,3202)  (884,3252)  | overflowToLeft=false
Frozen Sea 3  (584,2848)  (534,2897)  (534,2847)  (633,2898)  (584,2798)  (634,2798)  (634,2848)  (532,2797)  (583,2947)  (533,2947)  (484,2897)  (484,2847)  (683,2898)  (683,2948)  (633,2948)  (483,2948)  (684,2804)  (482,2797)  (583,2997)  (533,2997)  (434,2898)  (434,2848)  (733,2854)  (733,2904)  (733,2954)  (683,2998)  (633,2998)  (483,2998)  (433,2998)  (433,2948)  (734,2804)  (432,2798)  (739,3004)  (418,2748)  (397,2698)  (583,3047)  (533,3047)  (384,2898)  (384,2848)  (783,2854)  (783,2904)  (783,2954)  (686,3048)  (636,3048)  (483,3048)  (433,3048)  (383,3048)  (383,2998)  (383,2948)  (383,2648)  (784,2766)  | overflowToLeft=false
Frozen Sea 2  (1930,2550)  (1880,2599)  (1880,2549)  (1979,2600)  (1930,2500)  (1980,2500)  (1980,2550)  (1878,2499)  (1929,2649)  (1879,2649)  (1830,2599)  (1830,2549)  (2029,2600)  (2029,2650)  (1979,2650)  (1829,2650)  (1928,2450)  (1978,2450)  (2028,2450)  (2030,2500)  (2030,2550)  (1828,2499)  (1828,2449)  (1878,2449)  (2078,2402)  (1929,2699)  (1879,2699)  (1780,2600)  (1780,2550)  (2079,2600)  (2079,2650)  (2079,2700)  (2029,2700)  (1979,2700)  (1829,2700)  (1779,2700)  (1779,2650)  (1928,2400)  (1978,2400)  (2028,2400)  (2080,2452)  (2080,2502)  (1778,2500)  (1778,2450)  (1778,2400)  (1828,2399)  (1878,2399)  (2078,2352)  (2128,2352)  (2128,2402)  (1916,2749)  (1730,2600)  (1730,2550)  | overflowToLeft=false
Frozen Sea 1  (1925,2938)  (1875,2987)  (1875,2937)  (1974,2988)  (1925,2888)  (1975,2888)  (1975,2938)  (1873,2887)  (1924,3037)  (1874,3037)  (1825,2987)  (1825,2937)  (2024,2988)  (2024,3038)  (1974,3038)  (1824,3038)  (1923,2838)  (1973,2838)  (2023,2838)  (2025,2888)  (2025,2938)  (1823,2887)  (1828,2837)  (2073,2790)  (1901,3087)  (1775,2968)  (2074,2988)  (1851,3088)  (2075,2840)  (2075,2890)  (1773,2918)  (1773,2868)  (1801,3114)  (1751,3127)  (2123,2767)  (2124,2940)  (2124,2990)  (2125,2817)  (2125,2867)  (1723,2904)  (1701,3157)  (2173,2755)  (2174,2917)  (2174,2967)  (2175,2805)  (2175,2855)  (1673,2888)  (1651,3174)  (2223,2743)  (2224,2905)  (2224,2955)  | overflowToLeft=false
Zun'watha  (4148,5381)  (4098,5373)  (4198,5363)  (4199,5413)  (4100,5323)  (4048,5364)  (4249,5375)  | overflowToLeft=false
Tower of Ilgalar  (4633,10360)  (4583,10384)  (4683,10378)  | overflowToLeft=false
Hall of Blackhand  (1878,939)  (1928,939)  | overflowToLeft=false
Forbidding Sea 12  (6211,10848)  (6204,10740)  (6076,10789)  (6094,10938)  (6179,11007)  (6280,10946)  (6330,10836)  (6316,10714)  (6184,10617)  (6043,10707)  | overflowToLeft=false
Forbidding Sea 13  (5509,10870)  (5505,10969)  (5456,10792)  (5460,11080)  (5562,10781)  (5596,10919)  (5594,11034)  (5570,11132)  (5465,11198)  (5668,10997)  | overflowToLeft=false
Ogre Hills  (4919,7805)  (4869,7854)  (4869,7804)  (4968,7855)  (4919,7755)  (4969,7755)  (4969,7805)  (4867,7754)  (4918,7904)  (4868,7904)  (4819,7854)  (4819,7804)  (5018,7855)  (5018,7905)  (4968,7905)  (4917,7705)  (4967,7705)  (5017,7705)  (5019,7755)  (5019,7805)  (4817,7754)  (4853,7704)  (4769,7887)  (4769,7837)  (5068,7855)  (5068,7905)  (5018,7655)  (5069,7774)  | overflowToLeft=false
Forbidding Sea 14  (6069,12138)  (6056,11959)  (5926,12040)  (5877,12254)  (6043,12384)  (6042,12245)  (6199,11997)  (6195,12191)  (6164,12366)  (5826,12133)  | overflowToLeft=false
Forbidding Sea 15  (5146,11699)  (5195,11819)  (5222,11659)  (5286,11760)  (5308,11879)  (5332,11624)  (5393,11713)  (5452,11848)  | overflowToLeft=false
Dunwald Ruins  (5558,7738)  (5559,7793)  (5504,7739)  (5501,7796)  (5453,7741)  (5447,7796)  (5487,7690)  (5609,7792)  (5569,7844)  (5559,7694)  (5575,7894)  (5623,7844)  (5626,7892)  | overflowToLeft=false
Great Sea 10  (198,9379)  (192,9501)  (74,9545)  (61,9450)  (102,9335)  (43,9226)  (167,9272)  (302,9322)  (396,9378)  (327,9469)  | overflowToLeft=false
South Tide's Run  (2089,5713)  (2039,5729)  (2139,5701)  (1989,5718)  | overflowToLeft=false
Glopgut's Hollow  (5305,7178)  (5302,7234)  (5308,7293)  (5310,7354)  (5364,7209)  (5364,7271)  | overflowToLeft=false
Great Sea 12  (985,9562)  (918,9646)  (888,9550)  (952,9480)  (1047,9459)  (1091,9532)  (1053,9650)  (995,9749)  (817,9537)  (972,9390)  (1096,9382)  (1154,9464)  | overflowToLeft=false
Great Sea 11  (171,8204)  (324,8214)  (360,8074)  (263,8053)  (134,8021)  (37,8134)  (38,8277)  (121,8340)  (210,8362)  (331,8352)  (466,7948)  (299,7908)  (139,7863)  (44,7952)  (30,8437)  (210,8444)  (273,8472)  (91,8722)  (455,7844)  (296,7833)  (72,8894)  (162,7688)  | overflowToLeft=false
Runestone Falithas  (5061,2479)  (5063,2529)  (5111,2461)  | overflowToLeft=false
Great Sea 14  (1980,9269)  (2049,9365)  (1961,9429)  (1874,9449)  (1961,9345)  (1929,9198)  (2046,9205)  (2126,9180)  (2056,9104)  (1946,9098)  (1973,9011)  (2166,9016)  (2226,9119)  (2254,9325)  (2123,9502)  (2107,9300)  | overflowToLeft=false
Misty Shore  (2972,4921)  (2910,5032)  (2802,5112)  | overflowToLeft=false
Great Sea 15  (2562,9082)  (2661,9105)  (2509,9138)  (2601,9149)  (2679,9175)  (2755,9136)  (2773,9230)  (2710,9282)  (2516,9460)  (2598,9524)  (2614,9440)  (2725,9410)  | overflowToLeft=false
Living Wood Range  (5429,2374)  | overflowToLeft=false
Great Sea 19  (1956,8709)  (1932,8605)  (1612,8502)  (1596,8564)  (1677,8535)  (1926,8508)  (1912,8387)  (1829,8515)  (1834,8651)  (2036,8557)  (2056,8734)  | overflowToLeft=false
Kirthaven  (5700,6999)  (5672,7058)  (5767,7013)  (5742,7064)  (5747,7121)  (5654,6951)  (5814,7076)  (5814,7148)  (5882,7128)  (5880,7179)  (5884,7233)  (5945,7166)  (5948,7227)  | overflowToLeft=false
Sunsail Anchorage  (4643,2208)  (4619,2271)  (4691,2257)  (4755,2275)  (4814,2267)  | overflowToLeft=false
Shrine of the Storm  (1736,7798)  (1793,7803)  (1847,7803)  (1737,7744)  (1791,7750)  (1852,7750)  (1786,7692)  (1846,7690)  | overflowToLeft=false
Dawnstar Spire  (5666,2734)  (5678,2784)  (5660,2684)  (5716,2702)  | overflowToLeft=false
Grim Batol  (4729,7644)  (4679,7693)  (4679,7643)  (4740,7694)  (4779,7627)  (4677,7593)  | overflowToLeft=false
West Darrowmere Range  (4680,4796)  (4630,4845)  (4630,4795)  (4729,4846)  (4680,4746)  (4730,4746)  (4730,4796)  (4628,4745)  (4679,4895)  (4629,4895)  (4580,4845)  (4580,4795)  (4779,4846)  (4779,4896)  (4729,4896)  (4678,4696)  (4728,4696)  (4780,4705)  (4780,4755)  (4578,4745)  (4578,4695)  (4628,4695)  (4679,4945)  (4829,4805)  (4829,4855)  (4829,4905)  (4779,4946)  (4729,4946)  (4678,4646)  (4728,4646)  (4830,4714)  (4547,4645)  (4597,4645)  (4838,4955)  (4679,4995)  (4879,4764)  (4879,4814)  (4879,4864)  (4788,4996)  (4738,4996)  (4880,4706)  (4530,4595)  (4888,4940)  (4888,4990)  (4838,5005)  (4929,4756)  (4929,4806)  (4930,4686)  (4487,4545)  (4855,5055)  (4979,4736)  (4979,4786)  | overflowToLeft=false
Hordemar City  (2247,1229)  (2197,1278)  (2197,1228)  (2296,1279)  (2297,1184)  (2147,1267)  (2147,1217)  | overflowToLeft=false
Daelin's Seagate  (1026,9273)  (1084,9264)  (1135,9208)  (1078,9201)  (1011,9023)  (1135,8866)  | overflowToLeft=false
Scarlet Monastery  (3232,3855)  (3287,3855)  (3347,3855)  (3255,3923)  (3308,3922)  (3367,3922)  | overflowToLeft=false
Millstone Hamlet  (961,8035)  (910,8052)  (860,8015)  (910,8000)  (860,7963)  (908,7949)  (961,7975)  | overflowToLeft=false
Falconwing Square  (5119,1852)  | overflowToLeft=false
Shalewind Canyon  (4665,10488)  (4615,10480)  (4715,10475)  | overflowToLeft=false
Ironband's Excavation Site  (4960,8402)  | overflowToLeft=false
Sea of Cinders  (3488,9198)  (3438,9224)  (3438,9174)  (3488,9148)  (3538,9148)  (3538,9198)  (3588,9169)  (3588,9219)  | overflowToLeft=false
Amberstill Ranch  (3517,8315)  (3467,8364)  (3467,8314)  (3517,8265)  (3567,8273)  (3567,8323)  (3617,8324)  | overflowToLeft=false
The North Coast  (2855,3865)  (2805,3898)  (2905,3824)  (2755,3867)  (2955,3817)  (3005,3818)  (3031,3868)  | overflowToLeft=false
Northaeron Mountains  (3645,3652)  (3714,3699)  (3718,3624)  (3774,3686)  (3796,3602)  (3839,3683)  (3880,3614)  (3913,3703)  (3861,3767)  (3932,3784)  (3866,3856)  (3957,3878)  | overflowToLeft=false
Blackrock Mountain  (3476,9367)  (3426,9415)  (3461,9317)  (3526,9373)  | overflowToLeft=false
Drywhisker Gorge  (4829,5939)  (4828,5989)  (4786,6028)  (4742,6058)  | overflowToLeft=false
Falthrien Academy  (4680,1564)  (4729,1614)  (4679,1614)  (4669,1514)  (4719,1514)  | overflowToLeft=false
Great Sea 2  (1307,12037)  (1312,12201)  (1131,12143)  (1103,11979)  (1102,11854)  (1285,11863)  (1520,11908)  (1514,12059)  (1491,12267)  | overflowToLeft=false
Agamand Mills  (2427,3924)  (2377,3973)  (2377,3923)  (2460,3974)  (2427,3874)  (2477,3874)  (2477,3924)  (2375,3873)  (2410,4023)  (2360,4023)  (2527,3836)  (2527,3886)  | overflowToLeft=false
Dagger Hills  (2335,11473)  (2285,11522)  (2285,11472)  (2384,11523)  (2335,11423)  (2385,11423)  (2385,11473)  (2283,11422)  (2334,11572)  (2235,11557)  (2235,11507)  (2434,11523)  (2418,11573)  (2435,11401)  (2435,11451)  (2233,11457)  (2185,11559)  (2185,11509)  (2484,11501)  (2485,11394)  (2485,11444)  (2183,11459)  (2535,11385)  (2535,11435)  (2585,11389)  (2585,11439)  (2635,11395)  (2635,11445)  | overflowToLeft=false
Forbidding Sea 4  (5426,5667)  (5428,5599)  (5433,5530)  (5465,5442)  (5549,5480)  (5527,5544)  (5532,5622)  (5495,5716)  (5442,5779)  (5502,5299)  (5550,5373)  | overflowToLeft=false
Great Sea 6  (302,10242)  (340,10101)  (539,10168)  (464,10338)  (319,10491)  (135,10390)  (107,10163)  (233,9952)  (542,9896)  (722,10030)  (659,10339)  (524,10567)  (306,10644)  (84,10576)  (82,9876)  (388,9802)  | overflowToLeft=false
Forbidding Sea 3  (6171,4659)  (6145,4729)  (6178,4569)  (6185,4492)  (6260,4594)  (6246,4666)  (6240,4760)  (6191,4244)  (6170,4332)  (6167,4426)  (6271,4468)  | overflowToLeft=false
Great Sea 7  (1308,10207)  (1374,10374)  (1211,10404)  (1072,10301)  (1205,10292)  (1130,10166)  (1185,10028)  (1354,10078)  (1425,9994)  (1542,10087)  (1453,10165)  (1577,10223)  (1496,10313)  (1484,10458)  (1347,10510)  (1069,10451)  (1027,10150)  (1085,10010)  | overflowToLeft=false
Forbidding Sea 6  (5958,6845)  (6037,6893)  (6135,6886)  (6207,6918)  (6257,6984)  (6281,7090)  (6025,6786)  (6110,6802)  (6183,6805)  (6239,6838)  (6319,6908)  (6370,7019)  | overflowToLeft=false
Shatterfall Pass  (1190,7729)  (1187,7782)  (1162,7832)  (1220,7843)  | overflowToLeft=false
South Darrowmere River  (3262,5768)  | overflowToLeft=false
Forbidding Sea 5  (5228,6473)  (5144,6574)  (5065,6666)  (5142,6805)  (5184,6719)  (5253,6642)  (5321,6553)  (5255,6348)  (5340,6408)  (5425,6631)  (5323,6722)  (5261,6829)  (5346,6846)  (5422,6778)  (5518,6717)  (5509,6582)  (5433,6503)  (5380,6321)  (5477,6389)  (5552,6474)  | overflowToLeft=false
Great Sea 5  (1590,10962)  (1686,10876)  (1692,10753)  (1675,10639)  (1607,10583)  (1580,10751)  (1570,10867)  (1468,10901)  (1412,11057)  (1532,11060)  (1659,11070)  (1356,11203)  (1486,11229)  (1585,11176)  | overflowToLeft=false
Azurelode Mine  (2844,5835)  (2794,5883)  (2794,5833)  (2888,5885)  (2894,5809)  (2744,5882)  (2944,5813)  | overflowToLeft=false
Splinterspear Junction  (4426,11008)  (4337,11018)  (4476,11000)  (4476,11050)  (4287,11026)  | overflowToLeft=false
Forbidding Sea 2  (6136,3045)  (6148,3108)  (6146,3178)  (6162,3247)  (6215,3057)  (6226,3122)  (6230,3189)  (6234,3258)  (6314,3068)  (6319,3159)  (6318,3256)  (6248,3357)  | overflowToLeft=false
Great Sea 8  (2019,10424)  (1928,10494)  (1895,10393)  (1994,10353)  (2104,10357)  (2134,10440)  (1832,10496)  (1792,10390)  (2236,10379)  (2231,10450)  | overflowToLeft=false
Forbidding Sea 1  (6170,2514)  (6066,2480)  (6124,2400)  (6239,2404)  (6292,2551)  (6193,2631)  (6095,2608)  | overflowToLeft=false
Great Sea 9  (2059,10014)  (2072,10131)  (1976,10132)  (1967,10036)  (1965,9908)  (1968,9793)  (2054,9804)  (2069,9915)  (2152,10033)  (2166,10135)  (1999,10247)  (2105,10261)  (2213,10270)  | overflowToLeft=false
Raven's Wood  (282,11496)  (232,11545)  (232,11495)  (282,11446)  (230,11445)  | overflowToLeft=false
Crucible of Carnage  (5477,7552)  (5493,7604)  (5507,7657)  (5528,7506)  (5538,7560)  (5554,7610)  (5583,7655)  (5589,7528)  (5609,7586)  (5651,7545)  | overflowToLeft=false
Forbidding Sea 8  (6179,8054)  (6105,8034)  (6035,8006)  (5955,8052)  (6040,8104)  (6108,8128)  (6186,8143)  (5863,8121)  (5960,8173)  (6065,8223)  (6183,8244)  (6270,8099)  (6265,8165)  (6271,8283)  | overflowToLeft=false
Forbidding Sea 7  (5963,7569)  (5963,7629)  (6031,7623)  (6173,7500)  (6170,7590)  (6170,7674)  (6249,7525)  (6253,7609)  (6261,7689)  | overflowToLeft=false
Brightwater Shore  (2935,3932)  (2985,3923)  (3003,3973)  (2853,3961)  (3053,3929)  (2807,4011)  (2803,3961)  (3026,4092)  | overflowToLeft=false
Forbidding Sea 9  (5554,8651)  (5546,8725)  (5523,8802)  (5488,8879)  (5561,8582)  (5636,8601)  (5633,8680)  (5624,8789)  (5622,8853)  (5561,8942)  | overflowToLeft=false
Red Mountains  (4617,11804)  (4548,11830)  (4689,11773)  (4459,11802)  (4492,11867)  (4707,11701)  (4751,11788)  (4387,11719)  | overflowToLeft=false
Kharanos  (3142,8332)  (3092,8336)  (3092,8286)  (3177,8382)  (3142,8282)  (3192,8282)  (3192,8332)  (3127,8386)  (3042,8292)  (3242,8347)  | overflowToLeft=false
Ruuan Weald  (712,11670)  (662,11719)  (662,11669)  (744,11720)  (712,11620)  (762,11620)  (762,11670)  (744,11570)  | overflowToLeft=false
Hatchet Hills  (5520,3356)  (5574,3355)  (5627,3355)  (5682,3353)  (5740,3354)  (5794,3354)  (5516,3414)  (5580,3414)  (5643,3414)  (5715,3415)  (5773,3414)  (5832,3413)  (5519,3475)  (5586,3474)  (5649,3474)  (5731,3473)  (5800,3471)  (5868,3471)  | overflowToLeft=false
Uncharted Island  (1629,3019)  (1579,3068)  (1579,3018)  (1635,2969)  (1679,3019)  (1529,3044)  (1529,2994)  (1729,3024)  | overflowToLeft=false
Zul'Mashar  (5490,3603)  (5440,3652)  (5540,3560)  | overflowToLeft=false
The Noxious Glade  (5751,3941)  (5701,3990)  (5701,3940)  (5800,3991)  (5751,3891)  (5801,3907)  (5850,3957)  (5821,4041)  (5635,4061)  | overflowToLeft=false
Tor'Watha  (5696,2351)  (5726,2401)  (5691,2301)  (5615,2263)  (5741,2255)  (5720,2451)  (5665,2251)  (5670,2471)  (5715,2205)  | overflowToLeft=false
Dreadmaul Rock  (4685,9529)  (4635,9571)  (4635,9521)  (4734,9579)  (4685,9479)  (4735,9479)  (4735,9529)  (4626,9471)  (4684,9621)  (4736,9629)  (4775,9429)  | overflowToLeft=false
Whelping Downs  (3328,9767)  (3278,9816)  (3278,9766)  (3377,9817)  (3328,9717)  (3378,9717)  (3378,9767)  (3276,9716)  (3327,9866)  (3228,9806)  (3427,9817)  (3427,9867)  (3377,9867)  (3326,9667)  (3428,9679)  (3428,9729)  (3226,9756)  (3226,9706)  (3276,9666)  (3176,9751)  (3176,9701)  | overflowToLeft=false
Clearspring Pass  (1528,8967)  (1520,9022)  (1469,9031)  (1412,9027)  (1582,9088)  (1470,8970)  (1577,9029)  | overflowToLeft=false
Vice  (4045,11250)  (3995,11281)  (3995,11231)  (4094,11300)  (4045,11200)  (4095,11234)  (3945,11275)  | overflowToLeft=false
Dustbowl  (4336,9006)  (4286,9038)  (4368,9056)  (4372,8956)  (4422,8920)  (4236,9007)  (4472,8888)  | overflowToLeft=false
Shepherd's Bluff  (1146,7575)  (1108,7624)  (1117,7677)  (1081,7730)  (1098,7789)  (1140,7737)  | overflowToLeft=false
Grimscale Shore  (4735,2783)  (4782,2803)  (4832,2815)  | overflowToLeft=false
Crushridge Hold  (3182,5021)  | overflowToLeft=false
Bloodmaul Ridges  (341,12096)  | overflowToLeft=false
Greenwood Mountains  (4945,3529)  (4895,3550)  (4955,3579)  (4995,3511)  (5005,3561)  (4905,3600)  (5045,3502)  (4955,3646)  (5065,3452)  (5081,3401)  (5095,3502)  (4795,3362)  (5102,3351)  (5145,3497)  (4731,3316)  (4781,3312)  (4681,3294)  (4731,3266)  (4781,3262)  (4631,3290)  | overflowToLeft=false
Quel'Danil Lodge  (4432,5299)  (4382,5348)  (4382,5298)  (4481,5349)  (4432,5249)  (4482,5251)  (4380,5248)  (4332,5364)  (4531,5301)  | overflowToLeft=false
Alther's Mill  (4337,10307)  (4417,10284)  | overflowToLeft=false
Seradane  (5028,4995)  (4978,5044)  (4978,4994)  (5077,5045)  (5028,4945)  (5078,4945)  (5078,4995)  (4976,4944)  (5027,5094)  (4977,5094)  (5108,5095)  (5026,4895)  (5076,4895)  (5128,4976)  (4948,4894)  | overflowToLeft=false
Circle of Outer Binding  (4332,6111)  (4383,6063)  (4382,6116)  (4431,6122)  (4269,6181)  (4320,6164)  (4376,6174)  (4338,6223)  | overflowToLeft=false
South Twin  (3867,4490)  (3924,4494)  (3986,4488)  (3954,4546)  (4006,4561)  | overflowToLeft=false
Hatherford  (1365,8446)  (1360,8391)  (1312,8373)  (1367,8337)  (1318,8317)  | overflowToLeft=false
Imperial Seat  (1582,2143)  (1532,2167)  (1632,2140)  (1732,2149)  (1851,2153)  | overflowToLeft=false
Ruined Silvermoon Wall  (4988,1889)  | overflowToLeft=false
Tiragarde Bay  (1021,8702)  (1077,8699)  (902,8810)  (960,8802)  (1019,8768)  (1085,8755)  (1042,8824)  (1113,8807)  | overflowToLeft=false
Wyrm's Bend  (4996,7555)  (4946,7604)  (5002,7505)  (4896,7635)  | overflowToLeft=false
Blade's Edge Mountains  (369,11641)  (319,11690)  (319,11640)  (398,11691)  (404,11591)  (419,11641)  (454,11556)  (504,11539)  (504,11589)  (83,11668)  (41,11749)  (28,11799)  (13,11851)  (6,12003)  (160,12116)  | overflowToLeft=false
Lordaeron City Gates  (2828,4364)  (2778,4368)  (2808,4314)  (2858,4314)  (2878,4364)  (2728,4368)  (2928,4331)  (2928,4381)  | overflowToLeft=false
Brightwater Lake  (2904,4136)  (2854,4117)  (2904,4086)  (2954,4065)  (2891,4036)  (2941,4015)  | overflowToLeft=false
Elementium Depths  (5298,8004)  (5350,7993)  (5404,7991)  (5404,7935)  (5351,7940)  (5296,7944)  (5348,7886)  | overflowToLeft=false
Arathi Peak  (4817,6197)  (4877,6197)  (4946,6199)  (4818,6270)  (4888,6268)  (4967,6269)  (4851,6360)  (4915,6357)  (4985,6355)  (4850,6446)  (4919,6441)  (4980,6439)  (4566,6539)  (4637,6541)  (4712,6540)  (4802,6543)  (4882,6540)  | overflowToLeft=false
Fletcher's Hollow  (1003,9070)  (966,9123)  (958,9179)  (1013,9211)  (1020,9141)  | overflowToLeft=false
Market Row  (3711,670)  (3644,698)  (3566,755)  (3522,715)  (3448,697)  (3432,636)  | overflowToLeft=false
Swiftgear Farm  (3662,6926)  (3612,6956)  (3712,6903)  | overflowToLeft=false
Gol'Bolar Quarry  (3636,8436)  (3586,8462)  (3586,8412)  (3686,8403)  (3686,8453)  | overflowToLeft=false
Arathor Road  (4178,6267)  (4128,6266)  (4217,6317)  (4178,6217)  (4128,6216)  (4192,6367)  | overflowToLeft=false
Mirror Lake Orchard  (2795,10308)  (2745,10329)  (2745,10279)  (2845,10263)  (2845,10313)  (2695,10335)  (2695,10285)  (2895,10253)  (2895,10303)  (2945,10274)  | overflowToLeft=false
The Tainted Forest  (4237,11954)  (4176,11954)  (4172,12015)  (4234,12015)  (4246,11898)  (4313,11919)  (4296,11980)  (4287,12051)  (4165,12077)  (4107,12066)  (4104,12001)  (4113,11944)  | overflowToLeft=false
Stone Cairn Lake  (3442,10330)  (3392,10297)  (3442,10280)  (3492,10276)  (3374,10247)  (3424,10230)  (3474,10226)  (3387,10180)  (3437,10176)  | overflowToLeft=false
Thandol Valley  (3967,6670)  (4024,6680)  (4381,6691)  (4468,6681)  (4543,6677)  (4626,6681)  (4720,6680)  (4815,6682)  (4905,6682)  | overflowToLeft=false
The Farstrider Lodge  (5079,8416)  (5062,8466)  (5129,8392)  | overflowToLeft=false
Norwington Estate  (1067,8558)  (994,8486)  (964,8566)  (1017,8587)  (968,8624)  (1040,8639)  (1099,8618)  | overflowToLeft=false
Blasted Lands  (4510,11422)  (4460,11453)  (4555,11472)  (4471,11372)  (4521,11372)  (4560,11422)  (4571,11361)  (4410,11448)  (4540,11522)  | overflowToLeft=false
Farson Hold  (928,6153)  (794,6115)  (861,6088)  | overflowToLeft=false
Lordamere Internment Camp  (2805,5496)  (2755,5512)  (2755,5462)  (2805,5446)  (2855,5503)  (2855,5426)  (2705,5478)  | overflowToLeft=false
New Avalon  (5972,4575)  (5922,4624)  (5922,4574)  (6021,4625)  (5972,4525)  (6022,4525)  (6022,4575)  (5920,4524)  (5971,4674)  (5921,4674)  (6043,4675)  (5974,4475)  (6024,4475)  (6072,4525)  (6072,4575)  (5870,4554)  (5870,4504)  | overflowToLeft=false
Purgation Isle  (2633,6186)  (2701,6136)  | overflowToLeft=false
Highroad Pass  (560,8737)  (609,8747)  (561,8788)  (612,8796)  (562,8838)  (531,8876)  | overflowToLeft=false
Gruul's Lair  (670,11484)  (720,11453)  (651,11534)  (770,11451)  (820,11456)  | overflowToLeft=false
Duskhaven  (1655,6371)  (1605,6420)  (1605,6370)  (1704,6421)  (1705,6324)  (1608,6320)  (1754,6444)  (1755,6328)  | overflowToLeft=false
Sanctum of the Sun  (5289,2963)  (5344,2963)  (5292,3019)  (5345,3070)  (5355,3018)  | overflowToLeft=false
Gnomeregan  (2595,8123)  (2545,8124)  (2645,8096)  (2645,8146)  (2695,8091)  | overflowToLeft=false
Shadra'Alor  (4375,5650)  (4429,5629)  (4482,5603)  (4368,5597)  (4424,5567)  | overflowToLeft=false
Misty Reed Strand  (5309,10840)  (5332,10890)  (5291,10790)  (5341,10940)  (5274,10740)  (5291,10978)  (5228,10690)  (5329,11028)  (5222,10640)  | overflowToLeft=false
Windrunner Village  (4678,2926)  (4727,2976)  (4646,2876)  (4696,2876)  (4728,2926)  (4777,2976)  (4778,2905)  | overflowToLeft=false
Strahnbrad  (3376,4994)  (3432,5004)  (3390,5060)  | overflowToLeft=false
